Type;Parameter Type;Date;Time;Operator ID;Probe Model;Probe SN;Method Name;Sample ID;Primary Reading Value;Primary Reading Units;Supp Reading 1;Supp Units 1;Supp Reading 2;Supp Units 2;Supp Reading 3;Supp Units 3;Reading Setting 1;Reading Setting 2;Reading Setting 3;Reading Setting 4;Reading Message 1;Reading Message 2;Reading Message 3;Reading Message 4;Check Std Value;Check Std Units;Check Std Graph;Check Std Status;Calibration Status;Cal Date;Cal Time;Cal Operator ID;Cal Slope Name;Cal Slope;Cal Slope Aux;Cal Slope Units;Cal Offset;Cal Offset Units;Cal r2;Cal Number Of Std's;Cal Std 1;Cal Std 1 Units;Cal Std 1 Primary Value;Cal Std 1 Primary Units;Cal Std 1 Supp Value;Cal Std 2;Cal Std 2 Units;Cal Std 2 Primary Value;Cal Std 2 Primary Units;Cal Std 2 Supp Value;Cal Std 3;Cal Std 3 Units;Cal Std 3 Primary Value;Cal Std 3 Primary Units;Cal Std 3 Supp Value;Cal Std 4;Cal Std 4 Units;Cal Std 4 Primary Value;Cal Std 4 Primary Units;Cal Std 4 Supp Value;Cal Std 5;Cal Std 5 Units;Cal Std 5 Primary Value;Cal Std 5 Primary Units;Cal Std 5 Supp Value;Cal Std 6;Cal Std 6 Units;Cal Std 6 Primary Value;Cal Std 6 Primary Units;Cal Std 6 Supp Value;Cal Std 7;Cal Std 7 Units;Cal Std 7 Primary Value;Cal Std 7 Primary Units;Cal Std 7 Supp Value;Cal Std Supp Units;Cal Message 1;Cal Message 2;Cal Message 3;Cal Message 4;Date/Time POSIX;Cal Date/Time POSIX;Meter SN;Measurement Stability;Measurement Mode;Column1
RD;CD;4/25/2024;9:43:05 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28458);41.2;mS/cm;23.1;°C;39.7;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714081385;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:42:04 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28457);3.023;pH;23;°C;243.2;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714081324;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:42:04 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28457);41.1;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714081324;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:41:03 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28456);3.023;pH;23;°C;243.2;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714081263;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:41:03 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28456);41.2;mS/cm;23.1;°C;39.7;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714081263;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:40:03 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28455);3.023;pH;23;°C;243.2;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714081203;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:40:03 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28455);41.2;mS/cm;23.1;°C;39.7;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714081203;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:39:03 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28454);3.023;pH;23;°C;243.2;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714081143;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:39:03 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28454);41.2;mS/cm;23.1;°C;39.7;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714081143;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:38:04 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28453);3.023;pH;23;°C;243.2;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714081084;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:38:04 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28453);41.1;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714081084;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:37:04 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28452);3.024;pH;23;°C;243.1;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714081024;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:37:04 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28452);41.1;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714081024;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:36:04 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28451);3.024;pH;23;°C;243.1;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080964;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:36:04 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28451);41.1;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080964;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:35:04 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28450);3.024;pH;23;°C;243.1;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080904;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:35:04 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28450);41.1;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080904;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:34:03 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28449);3.025;pH;23;°C;243.1;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080843;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:34:03 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28449);41.2;mS/cm;23.1;°C;39.7;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080843;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:33:03 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28448);3.025;pH;23;°C;243.1;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080783;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:33:03 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28448);41.2;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080783;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:32:04 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28447);3.025;pH;23;°C;243.1;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080724;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:32:04 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28447);41.1;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080724;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:31:05 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28446);3.025;pH;23;°C;243;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080665;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:31:05 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28446);41.1;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080665;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:30:04 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28445);3.025;pH;23;°C;243;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080604;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:30:04 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28445);41.1;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080604;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:29:04 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28444);3.026;pH;23;°C;243;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080544;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:29:04 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28444);41.1;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080544;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:28:03 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28443);3.026;pH;23;°C;243;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080483;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:28:03 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28443);41.2;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080483;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:27:03 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28442);3.026;pH;23;°C;243;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080423;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:27:03 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28442);41.2;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080423;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:26:05 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28441);3.026;pH;23;°C;243;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080365;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:26:05 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28441);41.1;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080365;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:25:04 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28440);3.026;pH;23;°C;243;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080304;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:25:04 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28440);41.1;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080304;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:24:03 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28439);3.027;pH;23;°C;243;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080243;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:24:03 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28439);41.2;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080243;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:23:03 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28438);3.027;pH;22.9;°C;243;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080183;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:23:03 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28438);41.2;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080183;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:22:03 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28437);3.027;pH;22.9;°C;243;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080123;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:22:03 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28437);41.2;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080123;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:21:04 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28436);3.026;pH;22.9;°C;243;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080064;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:21:04 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28436);41.2;mS/cm;23.1;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080064;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:20:04 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28435);3.027;pH;22.9;°C;242.9;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080004;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:20:04 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28435);41.1;mS/cm;23.1;°C;39.5;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714080004;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:19:04 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28434);3.027;pH;22.9;°C;242.9;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714079944;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:19:04 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28434);41.1;mS/cm;23.1;°C;39.5;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714079944;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:18:04 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28433);3.027;pH;22.9;°C;242.9;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714079884;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:18:04 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28433);41.1;mS/cm;23;°C;39.5;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714079884;1713539321;2.32E+11;;Interval;EndOfRecord
RD;pH;4/25/2024;9:17:04 PM;Default;PHC301;SN 240462571090;Edited;Sample ID (28432);3.027;pH;22.9;°C;242.9;mV;;;;;;;;;;;;;;;OK;4/25/2024;12:22:34 PM;Default;Slope;-57.99;98;mV/pH;14.1;mV;0.9998;3;4;pH;187.6;mV;22.2;7.01;pH;11;mV;22;10.04;pH;-159.2;mV;22.5;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714079824;1714047754;2.32E+11;;Interval;EndOfRecord
RD;CD;4/25/2024;9:17:04 PM;Default;CDC401;SN 231662582599;Edited;Sample ID (28432);41.1;mS/cm;23;°C;39.6;mS/cm;;;NaCl/Non-Linear;Reference Temperature = 25 °C;;;;;;;;;;;OK;4/19/2024;3:08:41 PM;Default;K;0.366;;cm⁻¹;;;;1;30000;µS/cm;28.4;mS/cm;22.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;°C;;;;;1714079824;1713539321;2.32E+11;;Interval;EndOfRecord
